build_id,applicability_prediction,observed_applicability,action,current_quadrant,proposed_quadrant,current_concurrency,proposed_concurrency,current_iterations,proposed_iterations,current_response_time,proposed_response_time,human_approval_required,online_validation_status,rationale
477013,applies,applies,maintain,7,7,low,low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
477013,applies,applies,maintain,8,8,medium,medium,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
477013,applies,applies,maintain,8,8,medium,medium,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
465135,not_applies,applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
465500,not_applies,not_applies,review,,,,,,,,,True,not_required,The model predicts that the executed configuration does not apply.
465479,not_applies,not_applies,review,7,7,low,low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
467314,not_applies,not_applies,review,2,2,medium,medium,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
465479,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
465479,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
465494,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
465494,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
465479,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
465479,not_applies,not_applies,review,7,7,low,low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
465494,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
465479,not_applies,not_applies,review,7,7,low,low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
465479,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
465479,not_applies,not_applies,review,7,7,low,low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
465479,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
465479,not_applies,not_applies,review,7,7,low,low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
462067,not_applies,not_applies,review,9,9,high,high,high,high,high,high,True,not_required,The model predicts that the executed configuration does not apply.
462067,not_applies,not_applies,review,4,4,low,low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
462067,not_applies,not_applies,review,1,1,low,low,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
462262,applies,not_applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
462262,applies,not_applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
462811,not_applies,applies,review,4,4,low,low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
467724,applies,applies,upgrade,4,4,low,low,low,low,medium,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
462067,not_applies,not_applies,review,9,9,high,high,high,high,high,high,True,not_required,The model predicts that the executed configuration does not apply.
462067,not_applies,not_applies,review,4,4,low,low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
462067,not_applies,not_applies,review,1,1,low,low,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
462067,not_applies,not_applies,review,1,1,low,low,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
463266,not_applies,not_applies,review,1,1,very_low,very_low,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
462067,not_applies,not_applies,review,7,7,low,low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
463266,not_applies,not_applies,review,2,2,medium,medium,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
479170,applies,not_applies,maintain,4,4,very_low,very_low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
479170,applies,not_applies,maintain,4,4,very_low,very_low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
479170,applies,not_applies,maintain,4,4,very_low,very_low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
478133,applies,not_applies,maintain,1,1,very_low,very_low,low,low,low,low,False,not_required,The current configuration applies without sufficient upgrade evidence.
478133,applies,not_applies,maintain,2,2,medium,medium,low,low,low,low,False,not_required,The current configuration applies without sufficient upgrade evidence.
479170,applies,not_applies,maintain,4,4,very_low,very_low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
479170,applies,not_applies,maintain,4,4,very_low,very_low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
483015,not_applies,not_applies,review,7,7,very_low,very_low,low,low,high,high,True,not_required,The model predicts that the executed configuration does not apply.
483015,not_applies,not_applies,review,7,7,low,low,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
483042,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
483015,not_applies,not_applies,review,7,7,low,low,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
483015,not_applies,not_applies,review,7,7,low,low,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
483015,not_applies,not_applies,review,7,7,low,low,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
483015,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
483015,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
483179,not_applies,applies,review,7,7,very_low,very_low,low,low,high,high,True,not_required,The model predicts that the executed configuration does not apply.
483042,not_applies,not_applies,review,7,7,low,low,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
483042,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
483042,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
483042,not_applies,not_applies,review,7,7,low,low,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
483179,not_applies,applies,review,7,7,very_low,very_low,low,low,high,high,True,not_required,The model predicts that the executed configuration does not apply.
483042,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
483042,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
483042,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
484091,applies,applies,maintain,4,4,low,low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
483176,applies,applies,upgrade,7,7,very_low,very_low,low,low,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
483176,applies,applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
483176,applies,applies,upgrade,7,7,very_low,very_low,low,low,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
483042,not_applies,not_applies,review,7,7,low,low,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
483042,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
483042,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
483042,not_applies,not_applies,review,7,7,low,low,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
483042,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
483042,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
483042,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
483042,not_applies,not_applies,review,7,7,low,low,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
483042,not_applies,not_applies,review,7,7,low,low,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
483042,not_applies,not_applies,review,7,7,very_low,very_low,low,low,high,high,True,not_required,The model predicts that the executed configuration does not apply.
483042,not_applies,not_applies,review,7,7,low,low,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
483042,not_applies,not_applies,review,7,7,low,low,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
483042,not_applies,not_applies,review,7,7,low,low,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
483042,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
483042,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
484091,applies,applies,upgrade,4,8,low,medium,low,medium,medium,high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
484091,applies,applies,upgrade,4,7,very_low,very_low,low,low,medium,high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
454448,applies,applies,upgrade,7,7,low,low,low,low,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
454448,applies,applies,upgrade,9,9,high,high,medium,medium,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
454448,applies,applies,upgrade,9,9,high,high,medium,medium,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
454448,applies,applies,upgrade,9,9,high,high,high,high,low,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
454448,applies,applies,upgrade,9,9,high,high,medium,medium,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
454448,applies,not_applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
454448,applies,not_applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
454448,applies,not_applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
454448,applies,not_applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
454448,applies,not_applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
454448,applies,not_applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
454448,applies,applies,upgrade,7,7,low,low,low,low,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
454448,applies,applies,upgrade,7,7,low,low,low,low,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
454448,applies,applies,upgrade,7,7,low,low,low,low,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
454448,applies,applies,maintain,7,7,low,low,low,low,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
454448,applies,applies,upgrade,7,7,very_low,very_low,low,low,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
459470,applies,applies,upgrade,4,7,very_low,very_low,low,low,medium,high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
459470,applies,applies,maintain,4,4,very_low,very_low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
459470,applies,applies,upgrade,4,4,very_low,very_low,low,low,medium,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
459470,applies,applies,upgrade,4,7,very_low,very_low,low,low,medium,high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
459470,applies,applies,maintain,4,4,very_low,very_low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
459899,applies,applies,upgrade,7,7,very_low,very_low,low,low,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
459470,applies,applies,maintain,4,4,very_low,very_low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
459470,applies,applies,upgrade,4,7,very_low,very_low,low,low,medium,high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
459470,applies,not_applies,maintain,4,4,very_low,very_low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
459899,applies,applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
459899,applies,applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
459899,applies,applies,upgrade,7,7,very_low,very_low,low,low,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
459899,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
459899,applies,not_applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
460295,applies,applies,upgrade,4,7,very_low,very_low,low,low,medium,high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
479736,applies,applies,upgrade,1,1,very_low,very_low,low,low,low,low,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
478493,applies,applies,maintain,7,7,very_low,very_low,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
479736,applies,applies,maintain,7,7,very_low,very_low,medium,medium,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
479736,applies,applies,upgrade,1,1,very_low,very_low,low,low,low,low,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
479736,applies,applies,upgrade,1,1,very_low,very_low,low,low,low,low,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
479736,applies,applies,maintain,6,6,high,high,medium,medium,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
482017,applies,applies,maintain,4,4,low,low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
482017,applies,applies,maintain,4,4,low,low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
481949,applies,applies,maintain,4,4,very_low,very_low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
483042,not_applies,not_applies,review,7,7,low,low,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
481949,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
483042,not_applies,applies,review,7,7,low,low,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
483042,not_applies,not_applies,review,7,7,low,low,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
483042,not_applies,not_applies,review,7,7,low,low,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
481677,applies,applies,upgrade,4,4,very_low,very_low,low,low,medium,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
481677,applies,applies,upgrade,4,7,very_low,very_low,low,low,medium,high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
451595,not_applies,not_applies,review,4,4,low,low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
451595,not_applies,not_applies,review,5,5,medium,medium,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
451595,not_applies,not_applies,review,1,1,low,low,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
451595,not_applies,not_applies,review,1,1,low,low,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
484353,applies,applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
484353,applies,not_applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
484353,applies,not_applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
485004,not_applies,not_applies,review,7,7,low,low,medium,medium,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
484419,not_applies,not_applies,review,7,7,low,low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
484419,applies,applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
484419,not_applies,applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484419,not_applies,applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484419,not_applies,not_applies,review,7,7,very_low,very_low,low,low,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484419,not_applies,not_applies,review,7,7,low,low,low,low,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484419,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484419,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484419,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484419,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484419,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484419,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484419,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484419,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484419,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484419,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484419,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484419,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484419,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484419,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484419,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484911,applies,applies,upgrade,4,4,low,low,low,low,medium,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
484911,applies,applies,maintain,4,4,low,low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
484911,applies,applies,upgrade,4,4,low,low,low,low,medium,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
484911,applies,not_applies,maintain,4,4,low,low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
484911,applies,not_applies,maintain,4,4,low,low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
485004,not_applies,not_applies,review,9,9,high,high,medium,medium,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
481164,applies,not_applies,maintain,4,4,low,low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
480245,applies,applies,upgrade,7,8,low,medium,medium,medium,high,high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
480245,applies,applies,upgrade,4,7,very_low,very_low,low,low,medium,high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
480245,applies,applies,maintain,7,7,low,low,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
480245,applies,applies,upgrade,7,7,very_low,very_low,low,low,high,high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
480245,not_applies,not_applies,review,7,7,low,low,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
480245,not_applies,not_applies,review,7,7,low,low,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
480245,not_applies,not_applies,review,7,7,low,low,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
480245,applies,not_applies,maintain,4,4,very_low,very_low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
480245,applies,not_applies,maintain,4,4,very_low,very_low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
481164,applies,applies,maintain,4,4,low,low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
481164,applies,applies,upgrade,4,4,low,low,low,low,medium,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
481164,applies,not_applies,maintain,4,4,low,low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
481512,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
481677,applies,not_applies,maintain,4,4,very_low,very_low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
481512,applies,applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
481512,applies,applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
481624,applies,applies,upgrade,7,8,low,medium,medium,medium,high,high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
481949,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
481512,applies,applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
481512,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
481512,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
481949,applies,applies,upgrade,4,4,very_low,very_low,low,low,medium,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
482366,applies,applies,maintain,7,7,very_low,very_low,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
463266,not_applies,applies,review,2,2,medium,medium,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
463266,not_applies,applies,review,2,2,medium,medium,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
463266,not_applies,applies,review,2,2,medium,medium,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
448741,not_applies,not_applies,review,7,7,low,low,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
448741,not_applies,not_applies,review,7,7,low,low,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
451595,not_applies,not_applies,review,1,1,low,low,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
448741,applies,not_applies,maintain,4,4,very_low,very_low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
448741,applies,not_applies,maintain,4,4,very_low,very_low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
449392,applies,applies,upgrade,4,4,very_low,low,low,low,medium,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
449392,applies,applies,upgrade,4,4,very_low,low,low,low,medium,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
449180,not_applies,applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
449958,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
477013,applies,applies,maintain,8,8,medium,medium,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
477013,applies,not_applies,maintain,8,8,medium,medium,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
477013,applies,applies,upgrade,9,9,high,high,high,high,low,low,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
477013,applies,applies,maintain,8,8,medium,medium,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
477013,applies,applies,upgrade,7,7,very_low,low,low,low,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
478133,applies,applies,upgrade,2,5,medium,medium,low,low,low,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
477013,applies,applies,maintain,7,7,low,low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
477013,applies,not_applies,maintain,8,8,medium,medium,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
477013,applies,applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
477013,applies,applies,upgrade,9,9,high,high,high,high,low,low,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
477903,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
478133,applies,applies,upgrade,2,5,medium,medium,low,low,low,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
478133,applies,applies,upgrade,2,5,medium,medium,low,low,low,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
477903,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
477903,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
477013,applies,applies,upgrade,7,7,very_low,low,low,low,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
477013,applies,applies,maintain,7,7,low,low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
477013,applies,applies,maintain,7,7,low,low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
477013,applies,applies,maintain,8,8,medium,medium,medium,medium,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
477013,applies,applies,maintain,7,7,low,low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
477013,applies,applies,maintain,8,8,medium,medium,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
464237,not_applies,applies,review,7,7,very_low,very_low,low,low,high,high,True,not_required,The model predicts that the executed configuration does not apply.
465135,not_applies,applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
465500,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
468337,applies,applies,maintain,8,8,medium,medium,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,applies,maintain,8,8,medium,medium,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,applies,maintain,7,7,low,low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,applies,maintain,8,8,medium,medium,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,applies,upgrade,9,9,high,high,high,high,low,low,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
468337,applies,applies,upgrade,7,7,very_low,low,low,low,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
